Square Feet,Number of Bedrooms,Number of Bathrooms,Year Built,Neighborhood,Garage Spaces,Lot Size,City,Price
1708,4,2.2105599773206337,2016,Suburban,0,0.9372155419387482,Kansas City,175886869.7079928
2838,4,1.999899579611575,1957,Suburban,0,0.49815020539671107,Los Angeles,286970743.49545443
2944,3,2.4757840721173876,1989,Suburban,1,0.8222892120789009,New York,299037129.8658033
1449,4,2.718317529211327,2008,Rural,1,0.9344662705541882,Houston,150071205.1674618
1009,3,1.715011631883991,1981,Rural,0,0.9769112424795579,Kansas City,106273182.08478908
1823,3,3.381865254146772,1956,Suburban,2,0.9084898177222324,Los Angeles,187621088.98267215
1797,2,2.4594482971972687,1951,Urban,2,0.38566479624307226,Kansas City,182312782.60350516
2265,2,2.0021366452598786,1955,Rural,2,0.9663155975450737,Houston,231961738.23611987
2274,1,1.320462978891972,1985,Urban,0,0.8311557175714422,New York,231894813.3112741
1876,2,1.716535481210821,1981,Urban,0,0.8534580252755389,Houston,192306030.28746852
2028,2,3.847843515267951,1994,Rural,1,0.11365568575465129,Los Angeles,203921866.69241834
2142,3,1.9152990604585798,1991,Urban,0,0.9588149769864643,Los Angeles,219447722.3144667
2015,2,1.506577868101106,2002,Urban,0,0.8002812014638666,Kansas City,205819399.34742692
2824,3,2.3820183749649795,1958,Suburban,0,0.79117074685711,New York,287009505.1124079
1373,3,1.9212632300807462,1998,Suburban,1,0.17337225783572763,New York,138605956.03143468
2088,2,1.1054777508135825,1951,Suburban,1,0.30931168696599814,Los Angeles,210909469.266141
1145,1,1.9694356518382516,2016,Rural,2,0.9660354986241092,Kansas City,119602885.16700841
1223,1,2.6323258718184057,1960,Suburban,2,0.5506093673249287,Houston,125655471.27701102
2262,4,2.6551371160599007,1999,Urban,0,0.45807221641353046,Houston,229009496.36577213
1176,4,2.069676763530666,1984,Urban,0,0.8559467354322223,Los Angeles,122429959.4344259
2802,2,2.341908268757802,1964,Urban,1,0.17860637270254992,Los Angeles,281683674.9836696
1852,1,3.896553754704299,1980,Urban,2,0.4752478146439534,Houston,188173480.6048226
2305,3,2.1320454316909347,2011,Urban,2,0.4381306969798753,Houston,233100556.8922762
1062,4,1.774680439779949,1977,Rural,2,0.4148662483273535,Houston,108877432.27462026
2240,3,1.7304011322002804,1974,Urban,0,0.37692301928776584,Kansas City,226409395.18135384
2877,4,2.3732938381124025,1974,Rural,0,0.28906746111107023,New York,289768334.3434138
1826,2,3.2785604461508324,1950,Urban,0,0.25561972269147,Los Angeles,184588990.64691865
1794,1,1.6179645525654196,2008,Rural,1,0.6763655052277067,Los Angeles,183048174.86758095
1688,4,3.127888381422304,2018,Rural,2,0.9274553570878106,Kansas City,173936868.41404572
2484,1,1.0634494700482489,1991,Urban,1,0.5579664807248933,Houston,251499591.1138781
2952,3,2.256798933951838,1983,Urban,2,0.3681770971119799,Kansas City,297600145.40560627
2633,2,3.3275951956083607,2015,Urban,0,0.24324417795000372,Houston,264905790.52942064
1104,1,2.0161988673232942,1967,Urban,1,0.8471290285473349,Los Angeles,115136860.05778591
2122,2,2.6912113043361985,1954,Suburban,1,0.9743428508258924,New York,217738555.1019547
1510,1,1.6149376984777324,1969,Suburban,0,0.4142398613210667,Kansas City,153512319.63399118
1384,3,3.2259861733785167,2015,Rural,2,0.361855382996916,Houston,140681225.87798798
1404,3,1.1568373098062787,2011,Rural,2,0.6413436576774472,Los Angeles,143943481.08662271
1822,2,3.557627934626501,1981,Suburban,2,0.7977960828580831,New York,186805802.5093874
1517,3,1.5945891592650043,2007,Rural,2,0.5098625231946979,Kansas City,154638906.80291837
1475,4,3.623194095124992,1999,Urban,0,0.6670658348748543,Kansas City,151427068.73150864
1708,1,2.057587723901552,1987,Rural,0,0.7448941612209626,Los Angeles,174908789.88539743
2886,3,3.16805072342346,2004,Rural,0,0.9645330590705613,Kansas City,293905269.09960955
2668,4,1.9576758933585654,1977,Rural,0,0.24853359746807507,Los Angeles,268619493.67934227
2893,2,3.7177350137039427,1971,Suburban,1,0.9976442444428325,Kansas City,294947051.348242
1770,4,1.379911376555123,1992,Suburban,1,0.45294098971710595,New York,179743198.30182716
2460,2,1.5355593678177961,1985,Rural,1,0.7508801284538984,New York,250179567.59485582
2046,2,2.4790903754764066,2001,Urban,0,0.6151729401756975,Kansas City,208071796.47903922
1996,1,1.2458153171144384,1985,Rural,2,0.5380017553079561,Los Angeles,202663444.92532337
2588,1,1.5879405541052858,1977,Suburban,1,0.7282678318584278,Houston,262860434.70085004
1676,4,3.8312991466360433,2007,Urban,1,0.4561784652012356,Kansas City,170468239.76200387
1713,1,3.9294689834436616,1985,Rural,0,0.21349898320312577,Houston,172902205.0897739
2481,1,2.128777987991266,2019,Suburban,2,0.5400040448091158,Los Angeles,251069678.5731449
1082,1,3.769858063041807,1958,Urban,2,0.5697242836140868,Houston,111746360.77279857
2168,4,2.6344740270202953,1970,Rural,2,0.2817119380599453,Kansas City,218911145.24232623
2108,3,1.8092273976213011,2013,Suburban,0,0.9420574206957913,New York,215845979.15830058
2101,1,3.107196163241796,2010,Urban,2,0.3047280819816621,Los Angeles,212011680.12215146
1456,1,2.9767054197245715,1989,Rural,1,0.46830483467568795,New York,148404777.07985777
2901,4,3.9673759573262,2005,Urban,1,0.23943671816025097,New York,291904736.7876007
1000,3,1.7951418622278499,1953,Urban,1,0.5822169815682497,New York,103565720.54750834
1050,1,3.0161785079852064,1980,Urban,0,0.37687384729008067,Kansas City,107375582.6245493
1684,2,1.1560712650883407,1976,Suburban,2,0.5403452679784756,Los Angeles,171563431.684774
1716,4,1.3409381160901583,2007,Rural,0,0.3021552248123818,Houston,173491346.48276868
2795,1,1.0117551248532797,1974,Urban,2,0.1483976151538442,New York,280652869.71013325
2469,1,3.9983820431790194,2018,Urban,0,0.8013039859740297,Houston,251281398.58310857
1448,2,3.406821091442433,2019,Urban,1,0.6769776555636925,Los Angeles,148580399.85967666
1880,2,3.3601690442006222,1954,Suburban,0,0.4066654201399116,Los Angeles,190730339.7790146
1487,4,2.529178225864539,1957,Urban,0,0.14274480221409003,Houston,150133412.3780103
2823,4,1.9002012487163198,1958,Suburban,0,0.8790175564274089,Houston,287362602.8757908
1033,2,1.4537928533880278,1964,Suburban,1,0.2528155044421114,New York,105088111.98621465
2371,4,1.854024216539391,1956,Urban,0,0.9376679964532852,Houston,242462391.7985069
1094,2,2.1279136657874176,2021,Urban,0,0.5307358407363626,Houston,112323272.72861587
2095,1,3.268930290940882,1964,Suburban,1,0.4063480389176354,Kansas City,212141909.96640876
2574,2,2.6189853667094574,1986,Suburban,2,0.7675835292018675,New York,261759341.54851255
1153,2,1.2324508796664482,1988,Urban,0,0.8891554654676671,New York,120113211.14331332
1249,3,1.0540870268767368,1955,Suburban,1,0.43364220728113967,Los Angeles,127657267.56342146
1673,2,1.3069965386021893,2006,Suburban,0,0.4666093769531685,Houston,169916071.625161
1437,2,2.231496141092138,1968,Urban,1,0.4898423974124776,Kansas City,146711574.1976443
1117,3,3.799578751147055,2012,Urban,2,0.9300907553308021,Los Angeles,116880422.18299003
1770,4,2.912207443627665,1980,Rural,2,0.7233075923628994,Kansas City,181289953.52008656
2914,3,3.4054776996265455,1959,Urban,0,0.32288150534109,New York,293739818.3541774
2329,1,2.3991237835136454,2016,Urban,1,0.2664997277517815,Houston,234517432.92252243
1267,3,2.0849982495851282,2011,Urban,2,0.30733089708233446,Kansas City,128643029.35413055
2984,1,1.3252011181498682,1952,Rural,2,0.33720750026696567,Los Angeles,300630427.5851961
2077,4,3.627799066558615,1967,Suburban,1,0.30716514220060137,New York,210007910.6409949
1235,3,3.3494800870837085,1974,Urban,0,0.6926558024731565,Kansas City,127609490.01889707
1388,3,1.5043542927931752,1969,Urban,2,0.20434015959175572,Kansas City,140394527.3699183
1989,4,2.5367816916287813,2007,Rural,2,0.4486226407371646,Los Angeles,201653371.83055797
2757,1,2.4621244237637345,1999,Rural,2,0.6625482156733298,Kansas City,279407400.4101489
1762,3,2.8752746580595856,1959,Rural,0,0.36177397654863774,New York,178694515.48209766
2848,1,3.8385606819737834,1970,Suburban,2,0.15874694623149224,Kansas City,286236626.78230554
1400,3,2.739314325287439,1978,Rural,1,0.17364153056137147,Houston,141468656.2272034
1623,2,2.620651800335856,1959,Suburban,0,0.2133700986742177,Houston,163983399.3783963
1766,3,1.1509687988039918,1962,Urban,2,0.8522587223813397,Los Angeles,181442616.271817
2326,4,1.1887224280540718,1996,Urban,1,0.6920771550444728,Houston,236504539.9573264
1918,4,1.5620403739803668,1972,Urban,1,0.15807016998788032,Houston,193182503.87798792
2230,1,1.0974123150752448,1999,Rural,0,0.4519619912362779,Kansas City,225512115.87981203
2252,3,3.230058686710037,1953,Urban,1,0.35072665556235905,New York,227715887.67931506
1852,1,3.1699909119818894,2016,Rural,0,0.6202361004659201,New York,188623929.82072824
2933,1,1.4081687032949288,2002,Suburban,0,0.5705253547050821,Kansas City,296413239.4262725
1577,2,3.508236702385843,1951,Urban,0,0.5330116210327435,Houston,161088175.85784265
1074,2,1.464358104538336,2017,Suburban,1,0.38306113333535186,Kansas City,109575132.52451713
1434,4,1.9035267609920763,2014,Rural,0,0.22401979483959167,Houston,144907863.48127237
1102,1,1.746930697484095,2006,Rural,0,0.7681387445853741,Houston,114306713.52523817
2445,4,2.1169212957191434,2019,Urban,1,0.891871091958389,Houston,249358124.5569709
2727,3,1.7639912976698855,1956,Urban,0,0.9497358183095356,New York,278065978.43887293
1763,1,2.466852779315356,1968,Rural,2,0.15275707355222243,Los Angeles,177613799.32620975
1737,1,2.2222236440640564,1993,Urban,1,0.7659178404299947,New York,177916255.97545478
1805,3,3.9597084723379794,2012,Urban,1,0.7538531134662663,Houston,184791243.7027567
2329,3,1.167779050384677,2014,Suburban,1,0.9523986527310303,Kansas City,237964576.692434
1097,4,1.4265441291620549,1988,Rural,2,0.3276231350479889,Kansas City,111860106.4849271
2873,4,1.1584776817258073,1975,Suburban,0,0.7679611344656407,Houston,291666691.4984576
1797,3,2.8775235849471272,1993,Urban,1,0.14916365988983613,Los Angeles,180981632.5683202
2358,4,1.1635278322411589,1961,Suburban,1,0.6681211486854572,New York,239757870.33084536
1858,3,3.50931921212837,1971,Rural,1,0.41576304164696176,New York,188572014.14914444
1434,1,2.5358158920457834,1963,Suburban,2,0.7920184955927276,Houston,147940278.66986707
1446,1,2.581022873744601,1979,Suburban,2,0.8769738577918541,Houston,149488446.0044901
2331,2,2.6847835231365824,1993,Urban,2,0.4283389379957646,Los Angeles,235733053.4542141
1248,1,1.5124411189186322,1987,Rural,0,0.5730274834293705,New York,128008570.50106575
1165,3,1.5930709093434627,2008,Urban,0,0.2056636561272399,Los Angeles,117872798.59883697
2504,4,1.956451968619014,1991,Urban,2,0.475216268701129,New York,253322815.24115208
1983,2,2.780489247465554,2001,Rural,0,0.42472035393325236,Los Angeles,200842138.46322617
2358,4,1.6303533278206435,2012,Suburban,2,0.2648111138060659,Los Angeles,237541332.06861687
2019,3,1.3489951813997836,2010,Urban,0,0.9050307622900983,Los Angeles,206741328.45005548
1541,1,3.910350659255297,1983,Suburban,0,0.23327905423614423,Kansas City,155809671.57062486
1758,2,1.0659454444288687,1988,Rural,2,0.6721654217771684,Kansas City,179555773.01721802
2129,3,3.4080922160080647,1990,Urban,1,0.9011283791318989,Kansas City,217996248.8118601
2586,2,3.3641054487250663,1986,Suburban,1,0.920771721876903,New York,263761166.5180389
1080,2,1.891642341535288,2014,Suburban,0,0.8139157298565116,Los Angeles,112356451.8248977
1132,1,1.4068798480219402,1981,Urban,0,0.25852702048675896,Houston,114858151.09103544
1796,3,1.4368859401162704,1957,Rural,0,0.8356882682924828,Houston,184366207.78697112
1899,4,3.0922948517115776,1967,Suburban,0,0.34890833117406217,New York,192356463.7697487
1137,2,2.928419773258521,1994,Rural,0,0.9301582246892581,New York,118815422.60644068
1183,2,3.3482370227541605,1982,Urban,0,0.7381780132814646,Houston,122547007.84311388
2424,4,3.812443517197314,1954,Suburban,2,0.8067408049079978,Los Angeles,247304637.28832978
2353,3,3.075782089799776,1985,Suburban,1,0.1765292081517435,Kansas City,236773329.6974937
1784,2,1.4675546096543304,1972,Suburban,1,0.62448860209919,New York,182007509.60622004
2531,2,1.730327850296232,1989,Rural,2,0.8390279142088116,New York,257734914.15981627
2875,2,3.5265811926193438,1954,Suburban,2,0.8754313174952494,New York,292626650.1769227
1983,3,1.6279182275026258,1983,Suburban,1,0.12576853426027737,Houston,199420936.53836408
1068,3,1.2175669508634441,1973,Urban,1,0.9452433092996073,Kansas City,112037534.06781279
1545,4,3.1098401621267513,1966,Suburban,0,0.13900485997223178,Los Angeles,155913262.31202066
2797,3,2.207579066470426,2020,Rural,1,0.6530668117073649,Los Angeles,283315902.4885221
1052,3,3.7601201576377106,1971,Urban,0,0.7240487748537808,Houston,109512252.88609174
2473,1,2.9507652132809845,1964,Urban,0,0.19661076205111883,New York,248849361.20125166
1204,4,1.2712569333749824,1964,Suburban,1,0.14321067904827342,Houston,121726397.66524449
1125,2,3.8435697017609822,1974,Urban,0,0.8064209390056563,Houston,117165372.42266035
2770,3,1.7756717909207378,2002,Suburban,0,0.44620356231769054,Los Angeles,279619193.19590753
1042,2,2.011637471218857,1970,Urban,2,0.1964012637836113,Kansas City,105737879.12925947
2775,2,2.206781241050626,2015,Rural,1,0.7864010347488778,Los Angeles,281757513.7668232
2994,1,1.1536728892129398,1981,Suburban,2,0.8642467631292585,Houston,304107759.28233725
2906,3,2.4895462666918147,1970,Rural,0,0.6286475716829266,Houston,294344953.8284165
1110,4,1.3699554732258767,2017,Suburban,0,0.24511312759118106,New York,112558312.29844785
1760,3,2.202910980065055,1993,Rural,2,0.11370022434234173,New York,177073719.44521657
2686,2,2.052129363976253,2015,Rural,2,0.7307222331717494,Houston,272587520.86815697
2206,4,3.31852025027951,1963,Urban,2,0.5951257073427851,Los Angeles,224364517.5554849
1847,3,3.4095115348981935,1964,Suburban,0,0.6857174275480715,New York,188829300.5028577
1094,2,1.4602386471672641,1969,Urban,1,0.8318662031796361,Kansas City,114058848.91443573
2994,2,2.0996535621376786,1983,Rural,0,0.49080499929367494,Kansas City,302311499.01362866
2397,1,2.120059483095495,1985,Suburban,2,0.21206392195025836,Houston,241199324.07098344
2935,1,1.4542313318082551,1958,Rural,1,0.9459849568517438,Kansas City,298733992.13414437
2543,1,3.3953605151535715,2020,Rural,2,0.5907359145221716,Kansas City,257613331.61124736
1899,2,3.1216849850062696,1979,Rural,0,0.6537647071796863,New York,193722949.9097739
1359,3,1.5711453588911042,2012,Rural,1,0.940070286596576,New York,140943187.33489972
1899,1,2.1001657257813973,1984,Urban,1,0.9384252906792366,Los Angeles,195014638.8828298
2719,3,1.3174150745695425,1962,Rural,0,0.6148851460553563,New York,275528231.86086947
1280,1,2.884619791279132,1995,Urban,2,0.3678502822492835,Los Angeles,130285597.89559235
2218,4,1.364115773645859,2005,Rural,2,0.9974022706114652,New York,227219320.03608078
2887,4,3.9578025058747532,1958,Suburban,2,0.7127353809581823,Houston,293125512.09273154
2218,1,3.342046224063587,1985,Rural,0,0.46759300920285085,Los Angeles,224628618.51281902
1666,2,2.170715648751985,1952,Rural,2,0.6038531225682308,Houston,170277069.28649756
1092,1,2.735691796838063,1968,Suburban,1,0.47425064524122673,Los Angeles,112121430.11096899
1671,1,3.734025448649226,1977,Suburban,2,0.8994746370669827,Kansas City,172197425.09398362
2969,2,2.6622978411874785,1972,Rural,2,0.5342494373791715,Los Angeles,300165919.5249849
1060,4,1.5234954591938656,1956,Rural,1,0.8411755383831224,Los Angeles,110875139.85135515
1633,3,2.136110066743478,1963,Urban,1,0.8561586680407035,Los Angeles,168211001.59520927
2074,1,3.5294345950892363,1995,Suburban,2,0.8418991039617235,Los Angeles,212104203.11444032
2426,2,2.9326390479688538,1964,Suburban,1,0.749969751228107,Los Angeles,246984796.6847382
2812,1,2.952173153001401,2016,Urban,0,0.8693899451268237,Kansas City,285853362.7121092
2028,2,3.6004644570654674,1964,Rural,1,0.44850662166067234,Los Angeles,205727567.9425833
2489,3,3.6819191723875138,2000,Rural,0,0.20319688552776433,Houston,250457128.3655679
1603,3,3.759377715338309,1957,Suburban,1,0.858208783935263,Los Angeles,165372997.2483267
1681,4,1.2845475797594683,2018,Urban,0,0.5483515741186108,Los Angeles,171163098.939075
2852,2,2.6323780058893025,2011,Rural,0,0.21463842927506593,Houston,286630620.49681705
1533,2,3.2215285636549558,2000,Suburban,2,0.20378126996380713,New York,154815520.99209315
2428,4,3.2707805353810415,2012,Rural,1,0.24331815460890344,New York,244536899.31319812
1837,4,2.8201486059100116,2017,Rural,1,0.7758759337003952,Kansas City,188040890.81394523
2536,2,1.5003620055510225,1965,Rural,1,0.739771006119653,Los Angeles,257821382.18101457
1644,4,3.392261661824993,1973,Suburban,0,0.28343681216639494,Los Angeles,166521603.68546885
1232,3,3.1603340005448373,1955,Urban,2,0.8622310762988157,New York,128278180.43153493
1523,1,1.2584073146471089,2006,Urban,1,0.35316531597542045,Los Angeles,154315207.12847564
1345,3,2.3914294740231288,1980,Rural,2,0.8136870249834528,Kansas City,139152792.335469
2069,4,1.5219321985654108,1955,Urban,2,0.5399253169614477,Houston,210293771.49969965
1545,2,2.0124311371389156,1978,Rural,0,0.7583938142847094,Los Angeles,158767901.406709
2968,2,1.0542432766170564,2016,Suburban,1,0.44324889676620927,Houston,299250312.7295773
2101,3,2.200989605232275,1952,Suburban,2,0.41242653738529833,Kansas City,212872206.9073189
2753,2,2.6496307634686316,1977,Suburban,1,0.857223639063399,New York,280134840.5025771
2836,4,2.8587477784812605,1997,Rural,1,0.1317720290626627,Kansas City,284823266.22869945
2946,3,2.9904710353861303,1959,Urban,1,0.9772632525317566,Kansas City,300200601.5903127
2096,2,3.50887393930738,1982,Suburban,2,0.683361602438836,Kansas City,213624973.55764225
1793,1,1.64638872182719,2016,Rural,0,0.4892350493794979,Kansas City,181954654.40103453
1248,1,1.361445467315404,2018,Urban,0,0.6652490780353827,Houston,128303353.80022556
1046,4,3.554611515693777,1961,Urban,2,0.21046685181308455,Kansas City,106468930.12274246
2144,2,1.4698384446779498,2006,Urban,1,0.5626472097641928,Kansas City,217528473.93217182
1213,4,3.9242802440085858,1993,Rural,1,0.9865859710058179,Kansas City,126897250.87332973
1238,3,3.5276146881959107,1962,Rural,0,0.31174249406203614,Kansas City,126078283.57192488
2079,1,2.5026298176687973,1973,Rural,2,0.7500502891327144,Houston,212177948.68198875
1349,3,3.9442642747660757,1993,Suburban,2,0.49147423824853065,Kansas City,137993191.01185012
1106,2,1.2921301873240125,2006,Rural,0,0.6872123336391582,New York,114317971.43224509
1830,4,1.9091972835253048,1965,Suburban,2,0.2843985058225979,Kansas City,185095182.3253774
1047,4,2.9146732451218345,1970,Suburban,2,0.5234184843558422,Kansas City,108040692.91516335
2596,4,2.0500206054195362,2000,Suburban,0,0.9820834424733476,Los Angeles,264979168.7577732
1336,3,3.7851176559423756,1970,Rural,0,0.27575843591440863,Los Angeles,135677676.00376773
2049,1,1.1968782645334528,2009,Suburban,2,0.6728005250638814,Los Angeles,208513768.49515942
1803,3,2.6482354961828936,2000,Rural,2,0.6180379738901158,Kansas City,183893807.53166428
2280,3,2.7725988021853434,1970,Rural,0,0.608546427661363,New York,231665677.04847074
1007,2,2.9581843713316722,1955,Suburban,0,0.6536109606864554,New York,104629918.63128215
1624,2,1.7669986699954432,2022,Suburban,1,0.5520141763194053,Los Angeles,165417595.78184667
2890,2,2.0936992825595935,2014,Suburban,2,0.11523767523189221,Los Angeles,289918215.82235146
2276,1,3.531041588994933,2007,Rural,2,0.910087130316806,Kansas City,232585263.77075866
2715,1,1.5848283069104796,1955,Rural,0,0.8442809447356278,New York,276230266.8466964
1718,2,3.480603541520086,2014,Suburban,0,0.2567509128290092,New York,173489799.82975906
1302,2,2.687966268708227,1983,Suburban,1,0.4719458596409821,Los Angeles,133081326.76835804
1638,1,3.2865625335822464,2005,Urban,1,0.7934940826242112,New York,168173962.6031397
1055,4,3.1408220987904145,1952,Suburban,0,0.9820560838485559,Los Angeles,111200842.07665206
1725,1,1.622534486154637,1991,Urban,2,0.9560233417976077,Los Angeles,177651806.79544964
1525,1,2.7064382093016186,2011,Urban,1,0.9094232797085567,Houston,157380099.2642404
1473,1,3.603169458415277,1955,Rural,0,0.24253650756922568,Houston,149172920.24722725
1027,2,2.296348710405788,1955,Rural,0,0.9230275954081043,Kansas City,107927364.13032097
1077,4,3.8997723106699502,2012,Urban,0,0.8906004216559714,Los Angeles,112700485.0315801
2239,1,2.3566453003051544,1969,Urban,2,0.43925492004975064,Kansas City,226633022.99777165
2409,2,1.4283569100036542,1970,Suburban,0,0.45507033508263584,Houston,243647478.44366348
1364,3,2.1683040402330196,1951,Urban,0,0.5139180297596447,New York,139642212.9518157
1665,3,3.8551072191716114,2005,Suburban,2,0.6905580678697752,Houston,170521923.38078675
1525,1,1.9591625480195627,1959,Rural,0,0.33475205438471417,Houston,154690697.46302503
1698,3,3.6042944796011884,2019,Suburban,0,0.12065358649595022,Houston,170843590.01844984
2335,4,3.6437520450456695,1972,Rural,1,0.22710657213751803,New York,235383814.264066
1882,3,2.0505595729958834,1979,Urban,0,0.4961043168190963,Houston,191204313.55207017
2030,3,1.2497729741518964,1986,Urban,2,0.3538023124835816,Los Angeles,205237744.53547928
2026,4,3.1736737274764546,2004,Urban,1,0.7880649049325187,Los Angeles,207093350.05422333
2646,1,1.934536897041958,1998,Suburban,0,0.19602106349434423,Houston,265900195.58474985
1918,1,3.3487708427727174,1983,Rural,2,0.9257187029993235,Kansas City,196969751.32820457
1749,4,2.3279645447812993,1993,Rural,0,0.90579446194952,Kansas City,179953569.65060622
1362,4,2.455800227027865,1971,Rural,1,0.9178811352399593,New York,141453590.69322687
2774,4,3.3337282202456104,1980,Rural,2,0.765648998742994,New York,281933274.6102334
2531,3,2.147089993184884,1956,Rural,1,0.19629997433523938,Los Angeles,254747531.62116507
2297,4,2.3293820359687434,1970,Suburban,2,0.49432381423261007,Los Angeles,232851322.7238607
2529,2,2.1285714063088665,1965,Rural,2,0.21826483462491736,Houston,254580967.02859774
1805,3,2.10202154583184,1969,Urban,0,0.9889292734849744,Kansas City,186022297.98336226
1738,1,2.5778397307043783,1992,Rural,2,0.399734581058806,Los Angeles,176237010.88509685
2906,1,3.4263983335034522,1993,Urban,2,0.6267974877010558,Kansas City,294230967.31351805
2038,1,2.085304935767698,1996,Suburban,0,0.8014537488197996,New York,208148666.61428156
2215,3,2.57276416161321,1968,Suburban,2,0.9285544758030809,New York,226800729.69113642
2654,2,3.0121819763278026,1997,Urban,2,0.779992953257224,Houston,269795878.4145107
1484,4,1.808318338910965,2018,Rural,2,0.7070534008896138,Houston,152335890.8798664
1027,4,1.8325684147071777,1960,Suburban,2,0.5193836038343362,Los Angeles,105989360.65027472
1713,1,3.8002393810703645,1978,Suburban,0,0.6448601203754716,Kansas City,175084318.55545765
2062,1,3.1706037199932657,1994,Suburban,0,0.18474742796754684,Los Angeles,207556532.41883725
2976,3,2.731560028669927,2017,Rural,1,0.8955302877651362,Los Angeles,302482518.4409759
2296,2,2.943160163261836,1985,Urban,2,0.5893995779558969,Kansas City,233097734.90202412
2254,4,1.087898329310255,1997,Urban,0,0.13612154539144844,Los Angeles,226492200.1016555
1085,3,2.8543088966850907,1964,Rural,2,0.9279119130939077,Houston,113838632.73272091
2497,4,2.528526619672606,1993,Suburban,0,0.5403717764531818,Kansas City,252941498.37874135
1125,1,2.637249039338307,2016,Rural,1,0.8817302274049016,Kansas City,117211444.81497487
1811,4,2.078271480492451,1989,Rural,2,0.8711991587848212,Los Angeles,186021866.15496102
1536,2,1.2444216931388257,1963,Urban,1,0.8341764287114034,Kansas City,158284213.7705424
1144,2,1.5800177008361564,2012,Rural,1,0.15526271736582048,Houston,115469814.9143918
2548,1,3.852234139638015,2000,Rural,1,0.32235998088178797,Houston,256885717.46488178
2235,2,2.2260986868128017,2007,Suburban,0,0.8879930852188876,New York,228286922.8276054
1024,2,2.4000494674925923,1964,Suburban,2,0.9090919504468844,New York,107560463.46229637
2603,3,1.158129369560317,2014,Urban,0,0.5122619761319255,New York,263143169.58337668
2417,4,1.1126986886319417,2004,Suburban,0,0.49603732088878205,New York,244558639.0060913
1066,1,3.151544341140273,1959,Rural,2,0.2576265704975348,Los Angeles,108534498.67807318
1232,1,2.614283992363334,1991,Rural,2,0.9715697098220362,New York,128503919.84853743
1108,1,2.5261179526488,1960,Rural,2,0.2918246278231389,New York,112853581.98556435
2169,1,1.729373591268006,1965,Urban,2,0.271843105915689,New York,218768918.54892355
1110,1,3.2342521948897667,2022,Suburban,0,0.6946560731342569,New York,114770849.28028801
1227,2,1.5047097373254756,1968,Rural,2,0.3185598727004029,Los Angeles,124820652.59380142
1110,3,1.5698042309830602,1980,Suburban,2,0.9448944499129508,New York,116247207.56688848
2493,1,2.3821365140448263,2022,Suburban,2,0.10981629578601534,Kansas City,250122741.71748346
1033,3,1.8588395863358227,2002,Suburban,1,0.10517793609097119,Houston,104240302.64943004
1622,3,1.742388943699439,1957,Suburban,2,0.5543891212920397,Kansas City,165622624.77723765
2799,2,2.935712933659995,1973,Urban,2,0.5392562139221247,Los Angeles,283206459.5396351
2959,1,2.9529152356556336,1957,Urban,0,0.24702761971081943,Los Angeles,297736606.7412282
2392,2,3.473551209399788,1997,Urban,1,0.545067606673256,Los Angeles,242435854.37407127
1747,1,2.2531257009189276,1979,Rural,0,0.47049499465298783,Houston,177491459.40083385
1594,2,1.2192552730784507,2007,Rural,1,0.9012965728081319,New York,164197927.00952154
2577,3,1.820999154764373,2004,Rural,0,0.10832852819526713,Los Angeles,258623217.57758367
1424,1,3.9400163895904505,2022,Urban,0,0.978642824529657,New York,147643715.3518676
1612,4,2.7887757256981063,2011,Suburban,2,0.6619534878662582,Los Angeles,165018925.61875865
2541,3,3.129211254403061,1997,Urban,2,0.23665910108074809,Houston,255837986.34948397
1691,4,1.0220734888762437,1953,Rural,1,0.14208401243004962,Kansas City,170457075.57381597
2305,3,2.5546171965475626,1986,Rural,1,0.5842950927033087,Kansas City,233968071.7532576
2343,2,1.1125859725954093,1957,Suburban,1,0.31140114937463814,Houston,236390449.69481784
2761,1,2.707690636274344,1950,Urban,2,0.37104898330113334,New York,278613321.71422625
2466,3,3.762312548908226,2019,Suburban,0,0.32061894835106225,Los Angeles,248655268.18292344
2975,2,3.9052573915012236,1996,Urban,1,0.6851550822152598,Kansas City,301473669.7154389
1314,1,2.6216580261667723,1954,Rural,2,0.5981760659045202,Houston,135022504.68148512
1876,1,2.374614415756648,1999,Suburban,2,0.17017698116963037,New York,188838980.98702988
2989,3,3.835051282745482,1973,Suburban,0,0.5738738798576579,Kansas City,302456998.2454942
2764,1,3.0208294959900854,1996,Urban,0,0.8120707890069699,Houston,280871916.15723413
2400,3,1.1946978386152285,1967,Urban,2,0.1730751317382919,Los Angeles,241424977.9965876
2312,1,2.3971767330024925,1977,Urban,0,0.900765078607378,Houston,236163613.6480121
2460,4,1.7207350553929117,1954,Rural,0,0.6204759845029563,New York,249776435.05166924
1661,2,2.4094129643460445,1979,Urban,2,0.9555620223432849,Kansas City,171418516.08404237
1276,4,2.3663967160190853,1950,Rural,1,0.2333270959501381,Los Angeles,129529115.23345213
2733,3,2.746434408444226,1995,Urban,1,0.9942084994179837,New York,278787025.07772326
2605,4,2.070311471047754,2018,Urban,2,0.6798455793727092,Houston,264319501.25719213
2526,3,1.492811348367784,1980,Rural,1,0.6107447795329566,Kansas City,256150684.74879238
1623,1,2.511158303769869,2019,Urban,2,0.5637516617008769,Kansas City,165417095.1812871
1515,1,3.4906086530372864,2005,Rural,2,0.12128893578848149,New York,152548240.3279202
