Square Feet,Year Built,Garage Spaces,Lot Size,,City,Neighborhood,Number of Bedrooms,Number of Bathrooms,,Price
2096,1982,2,0.683361602,,Kansas City,Suburban,2,3.508873939,,213624973.6
1793,2016,0,0.489235049,,Kansas City,Rural,1,1.646388722,,181954654.4
1248,2018,0,0.665249078,,Houston,Urban,1,1.361445467,,128303353.8
1046,1961,2,0.210466852,,Kansas City,Urban,4,3.554611516,,106468930.1
2144,2006,1,0.56264721,,Kansas City,Urban,2,1.469838445,,217528473.9
1213,1993,1,0.986585971,,Kansas City,Rural,4,3.924280244,,126897250.9
1238,1962,0,0.311742494,,Kansas City,Rural,3,3.527614688,,126078283.6
2079,1973,2,0.750050289,,Houston,Rural,1,2.502629818,,212177948.7
1349,1993,2,0.491474238,,Kansas City,Suburban,3,3.944264275,,137993191
1106,2006,0,0.687212334,,New York,Rural,2,1.292130187,,114317971.4
1830,1965,2,0.284398506,,Kansas City,Suburban,4,1.909197284,,185095182.3
1047,1970,2,0.523418484,,Kansas City,Suburban,4,2.914673245,,108040692.9
2596,2000,0,0.982083442,,Los Angeles,Suburban,4,2.050020605,,264979168.8
1336,1970,0,0.275758436,,Los Angeles,Rural,3,3.785117656,,135677676
2049,2009,2,0.672800525,,Los Angeles,Suburban,1,1.196878265,,208513768.5
1803,2000,2,0.618037974,,Kansas City,Rural,3,2.648235496,,183893807.5
2280,1970,0,0.608546428,,New York,Rural,3,2.772598802,,231665677
1007,1955,0,0.653610961,,New York,Suburban,2,2.958184371,,104629918.6
1624,2022,1,0.552014176,,Los Angeles,Suburban,2,1.76699867,,165417595.8
2890,2014,2,0.115237675,,Los Angeles,Suburban,2,2.093699283,,289918215.8
2276,2007,2,0.91008713,,Kansas City,Rural,1,3.531041589,,232585263.8
2715,1955,0,0.844280945,,New York,Rural,1,1.584828307,,276230266.8
1718,2014,0,0.256750913,,New York,Suburban,2,3.480603542,,173489799.8
1302,1983,1,0.47194586,,Los Angeles,Suburban,2,2.687966269,,133081326.8
1638,2005,1,0.793494083,,New York,Urban,1,3.286562534,,168173962.6
1055,1952,0,0.982056084,,Los Angeles,Suburban,4,3.140822099,,111200842.1
1725,1991,2,0.956023342,,Los Angeles,Urban,1,1.622534486,,177651806.8
1525,2011,1,0.90942328,,Houston,Urban,1,2.706438209,,157380099.3
1473,1955,0,0.242536508,,Houston,Rural,1,3.603169458,,149172920.2
1027,1955,0,0.923027595,,Kansas City,Rural,2,2.29634871,,107927364.1
1077,2012,0,0.890600422,,Los Angeles,Urban,4,3.899772311,,112700485
2239,1969,2,0.43925492,,Kansas City,Urban,1,2.3566453,,226633023
2409,1970,0,0.455070335,,Houston,Suburban,2,1.42835691,,243647478.4
1364,1951,0,0.51391803,,New York,Urban,3,2.16830404,,139642213
1665,2005,2,0.690558068,,Houston,Suburban,3,3.855107219,,170521923.4
1525,1959,0,0.334752054,,Houston,Rural,1,1.959162548,,154690697.5
1698,2019,0,0.120653586,,Houston,Suburban,3,3.60429448,,170843590
2335,1972,1,0.227106572,,New York,Rural,4,3.643752045,,235383814.3
1882,1979,0,0.496104317,,Houston,Urban,3,2.050559573,,191204313.6
2030,1986,2,0.353802312,,Los Angeles,Urban,3,1.249772974,,205237744.5
2026,2004,1,0.788064905,,Los Angeles,Urban,4,3.173673727,,207093350.1
2646,1998,0,0.196021063,,Houston,Suburban,1,1.934536897,,265900195.6
1918,1983,2,0.925718703,,Kansas City,Rural,1,3.348770843,,196969751.3
1749,1993,0,0.905794462,,Kansas City,Rural,4,2.327964545,,179953569.7
1362,1971,1,0.917881135,,New York,Rural,4,2.455800227,,141453590.7
2774,1980,2,0.765648999,,New York,Rural,4,3.33372822,,281933274.6
2531,1956,1,0.196299974,,Los Angeles,Rural,3,2.147089993,,254747531.6
2297,1970,2,0.494323814,,Los Angeles,Suburban,4,2.329382036,,232851322.7
2529,1965,2,0.218264835,,Houston,Rural,2,2.128571406,,254580967
1805,1969,0,0.988929273,,Kansas City,Urban,3,2.102021546,,186022298
1738,1992,2,0.399734581,,Los Angeles,Rural,1,2.577839731,,176237010.9
2906,1993,2,0.626797488,,Kansas City,Urban,1,3.426398334,,294230967.3
2038,1996,0,0.801453749,,New York,Suburban,1,2.085304936,,208148666.6
2215,1968,2,0.928554476,,New York,Suburban,3,2.572764162,,226800729.7
2654,1997,2,0.779992953,,Houston,Urban,2,3.012181976,,269795878.4
1484,2018,2,0.707053401,,Houston,Rural,4,1.808318339,,152335890.9
1027,1960,2,0.519383604,,Los Angeles,Suburban,4,1.832568415,,105989360.7
1713,1978,0,0.64486012,,Kansas City,Suburban,1,3.800239381,,175084318.6
2062,1994,0,0.184747428,,Los Angeles,Suburban,1,3.17060372,,207556532.4
2976,2017,1,0.895530288,,Los Angeles,Rural,3,2.731560029,,302482518.4
2296,1985,2,0.589399578,,Kansas City,Urban,2,2.943160163,,233097734.9
2254,1997,0,0.136121545,,Los Angeles,Urban,4,1.087898329,,226492200.1
1085,1964,2,0.927911913,,Houston,Rural,3,2.854308897,,113838632.7
2497,1993,0,0.540371776,,Kansas City,Suburban,4,2.52852662,,252941498.4
1125,2016,1,0.881730227,,Kansas City,Rural,1,2.637249039,,117211444.8
1811,1989,2,0.871199159,,Los Angeles,Rural,4,2.07827148,,186021866.2
1536,1963,1,0.834176429,,Kansas City,Urban,2,1.244421693,,158284213.8
1144,2012,1,0.155262717,,Houston,Rural,2,1.580017701,,115469814.9
2548,2000,1,0.322359981,,Houston,Rural,1,3.85223414,,256885717.5
2235,2007,0,0.887993085,,New York,Suburban,2,2.226098687,,228286922.8
1024,1964,2,0.90909195,,New York,Suburban,2,2.400049467,,107560463.5
2603,2014,0,0.512261976,,New York,Urban,3,1.15812937,,263143169.6
2417,2004,0,0.496037321,,New York,Suburban,4,1.112698689,,244558639
1066,1959,2,0.25762657,,Los Angeles,Rural,1,3.151544341,,108534498.7
1232,1991,2,0.97156971,,New York,Rural,1,2.614283992,,128503919.8
1108,1960,2,0.291824628,,New York,Rural,1,2.526117953,,112853582
2169,1965,2,0.271843106,,New York,Urban,1,1.729373591,,218768918.5
1110,2022,0,0.694656073,,New York,Suburban,1,3.234252195,,114770849.3
1227,1968,2,0.318559873,,Los Angeles,Rural,2,1.504709737,,124820652.6
1110,1980,2,0.94489445,,New York,Suburban,3,1.569804231,,116247207.6
2493,2022,2,0.109816296,,Kansas City,Suburban,1,2.382136514,,250122741.7
1033,2002,1,0.105177936,,Houston,Suburban,3,1.858839586,,104240302.6
1622,1957,2,0.554389121,,Kansas City,Suburban,3,1.742388944,,165622624.8
2799,1973,2,0.539256214,,Los Angeles,Urban,2,2.935712934,,283206459.5
2959,1957,0,0.24702762,,Los Angeles,Urban,1,2.952915236,,297736606.7
2392,1997,1,0.545067607,,Los Angeles,Urban,2,3.473551209,,242435854.4
1747,1979,0,0.470494995,,Houston,Rural,1,2.253125701,,177491459.4
1594,2007,1,0.901296573,,New York,Rural,2,1.219255273,,164197927
2577,2004,0,0.108328528,,Los Angeles,Rural,3,1.820999155,,258623217.6
1424,2022,0,0.978642825,,New York,Urban,1,3.94001639,,147643715.4
1612,2011,2,0.661953488,,Los Angeles,Suburban,4,2.788775726,,165018925.6
2541,1997,2,0.236659101,,Houston,Urban,3,3.129211254,,255837986.3
1691,1953,1,0.142084012,,Kansas City,Rural,4,1.022073489,,170457075.6
2305,1986,1,0.584295093,,Kansas City,Rural,3,2.554617197,,233968071.8
2343,1957,1,0.311401149,,Houston,Suburban,2,1.112585973,,236390449.7
2761,1950,2,0.371048983,,New York,Urban,1,2.707690636,,278613321.7
2466,2019,0,0.320618948,,Los Angeles,Suburban,3,3.762312549,,248655268.2
2975,1996,1,0.685155082,,Kansas City,Urban,2,3.905257392,,301473669.7
1314,1954,2,0.598176066,,Houston,Rural,1,2.621658026,,135022504.7
1876,1999,2,0.170176981,,New York,Suburban,1,2.374614416,,188838981
2989,1973,0,0.57387388,,Kansas City,Suburban,3,3.835051283,,302456998.2
2764,1996,0,0.812070789,,Houston,Urban,1,3.020829496,,280871916.2
2400,1967,2,0.173075132,,Los Angeles,Urban,3,1.194697839,,241424978
2312,1977,0,0.900765079,,Houston,Urban,1,2.397176733,,236163613.6
2460,1954,0,0.620475985,,New York,Rural,4,1.720735055,,249776435.1
1661,1979,2,0.955562022,,Kansas City,Urban,2,2.409412964,,171418516.1
1276,1950,1,0.233327096,,Los Angeles,Rural,4,2.366396716,,129529115.2
2733,1995,1,0.994208499,,New York,Urban,3,2.746434408,,278787025.1
2605,2018,2,0.679845579,,Houston,Urban,4,2.070311471,,264319501.3
2526,1980,1,0.61074478,,Kansas City,Rural,3,1.492811348,,256150684.7
1623,2019,2,0.563751662,,Kansas City,Urban,1,2.511158304,,165417095.2
1515,2005,2,0.121288936,,New York,Rural,1,3.490608653,,152548240.3
2373,1977,0,0.945675272,,Los Angeles,Rural,3,2.992036684,,242632779.1
1842,1965,1,0.679595026,,New York,Urban,4,2.015103598,,188259107.9
2469,2003,2,0.182463836,,Kansas City,Urban,1,3.806569068,,248287811.9
2853,2002,1,0.118856953,,Kansas City,Suburban,2,3.736622714,,286399531.5
1349,1961,1,0.145705275,,Kansas City,Urban,1,1.628045198,,136130629.8
2630,1969,1,0.648456187,,Los Angeles,Suburban,2,1.118252755,,266716149.9
2687,1983,2,0.652613873,,Kansas City,Urban,4,3.223926125,,272644863.8
1822,2002,0,0.549700563,,Kansas City,Rural,2,3.482830784,,185414715.1
2160,2013,1,0.376089239,,New York,Rural,2,3.903593698,,218343215.7
1758,1972,2,0.578568458,,Kansas City,Suburban,2,3.669509182,,179363055.5
1898,1976,1,0.564671639,,Houston,Urban,2,2.801604305,,193188478.5
1242,1966,0,0.117474004,,New York,Suburban,1,2.590157018,,125316631.8
1542,1997,1,0.354222307,,Kansas City,Urban,2,1.083523154,,156302375.8
2063,1970,2,0.147866807,,New York,Urban,1,1.739969341,,207524831.7
1228,1999,1,0.910139276,,New York,Rural,2,2.378844255,,127769109.7
1547,1989,1,0.752700847,,Houston,Suburban,3,2.8855117,,159019917.6
1919,1952,1,0.996503653,,New York,Rural,4,2.6717555,,197657899.9
2246,1966,0,0.371954137,,New York,Rural,2,3.227907969,,227086863.8
1005,2010,1,0.890637263,,Los Angeles,Rural,3,1.839300793,,105326133.9
2345,1999,2,0.642748841,,Kansas City,Suburban,2,2.694857823,,238175858.5
1467,1955,1,0.507812866,,Los Angeles,Urban,2,1.26442673,,149793896.3
2755,1977,1,0.3003158,,Kansas City,Urban,2,2.240996571,,277519653.7
1074,2021,1,0.764552949,,New York,Suburban,3,3.250482499,,111646550.9
1003,2004,0,0.913726674,,Kansas City,Urban,4,3.08020256,,105394648.6
2870,2007,2,0.311777558,,New York,Suburban,3,3.971928212,,289126782.4
1645,1994,1,0.257851301,,Kansas City,Suburban,4,1.833673378,,166291782
1117,2021,2,0.726599724,,New York,Urban,2,2.494567898,,115670091.2
1880,1968,2,0.979275846,,Kansas City,Rural,1,1.988591241,,193410523.6
2629,1978,0,0.774959591,,Kansas City,Suburban,2,2.321809342,,267273933.7
1503,1972,2,0.356122665,,Kansas City,Suburban,4,3.57085039,,152843427.1
1946,1981,1,0.477959882,,New York,Suburban,3,3.052627226,,197598746.5
1573,1959,0,0.445885872,,Kansas City,Suburban,2,3.647323574,,160222978.6
2464,1998,0,0.866885516,,New York,Urban,3,1.610533325,,251130217.6
1193,2014,2,0.794233701,,Los Angeles,Urban,3,3.620083354,,123777674.8
1846,1978,0,0.630077891,,Kansas City,Suburban,3,1.179286823,,188213836
1714,2008,2,0.347463199,,Houston,Rural,2,3.665797841,,173627250.8
2415,1994,2,0.944189675,,Houston,Urban,3,1.987221338,,246704990
2049,2016,0,0.687983702,,New York,Rural,3,1.9437629,,208670700.7
2458,2000,1,0.973428982,,Houston,Rural,2,2.53626573,,251092364.8
1172,1960,2,0.62210533,,New York,Suburban,3,3.822070563,,121102181.9
2323,1955,0,0.839073483,,New York,Urban,2,1.143344094,,237021118.2
2668,2016,0,0.831794841,,Houston,Suburban,4,2.056692925,,271348226.2
1325,2011,2,0.403595899,,Houston,Suburban,4,3.569715966,,135085708.2
2433,1954,2,0.967618651,,Los Angeles,Rural,4,2.188163432,,248887205.5
2141,1958,2,0.119747321,,New York,Rural,3,1.597470693,,215333546.9
1835,1977,2,0.791839818,,Houston,Rural,1,2.274382544,,187949777.8
2810,1987,1,0.969001377,,Los Angeles,Suburban,1,2.156657504,,286256756.2
1723,1992,1,0.405017383,,Los Angeles,Suburban,3,3.746248604,,174931055.6
1224,1970,1,0.683299529,,New York,Suburban,1,3.285803127,,126397932.9
1531,2011,1,0.606000925,,Kansas City,Suburban,2,2.515346667,,156498655.6
1112,1995,0,0.785356579,,Houston,Suburban,1,3.9651117,,115614166.3
1139,2019,2,0.879560129,,Houston,Suburban,3,2.395832594,,118687488.1
1558,1987,0,0.642740112,,Houston,Suburban,3,1.174713492,,159431804.1
1000,1998,0,0.834314128,,Houston,Suburban,2,1.786822965,,104530582.4
1089,1988,1,0.381057018,,Houston,Urban,4,2.308211441,,111373400.9
1653,2020,0,0.305728353,,Houston,Urban,3,1.470707872,,167103944.9
1319,1979,1,0.487600921,,Los Angeles,Urban,2,3.842695379,,134966206.8
2573,1970,2,0.70996294,,New York,Urban,1,3.300546693,,261452355.7
2828,1950,1,0.268522254,,Los Angeles,Suburban,1,1.804861601,,284712975.9
2917,1981,2,0.712316973,,Houston,Suburban,2,2.772413601,,295819515.9
1138,1957,1,0.454684284,,New York,Rural,2,3.164347471,,116760747.5
2534,2018,0,0.816017747,,Houston,Rural,3,3.823836787,,257941876.5
2891,1979,0,0.133152235,,New York,Urban,1,3.644906048,,290309129.1
1844,1957,1,0.701184374,,Los Angeles,Rural,2,2.545576678,,188546840.1
1258,1968,2,0.684840103,,New York,Urban,1,3.323957859,,129838497.4
2696,2008,2,0.946841929,,Los Angeles,Suburban,2,2.686434261,,274750692.2
1901,2004,1,0.742030798,,Houston,Suburban,1,2.65811167,,194174512.4
1689,1979,0,0.816671707,,New York,Rural,4,1.344225875,,173504175.5
1009,1985,2,0.914131914,,Kansas City,Suburban,3,1.378412974,,105954040.5
1260,2004,1,0.707546726,,Kansas City,Suburban,1,2.588600845,,129896878.7
2942,1993,2,0.361138271,,Los Angeles,Urban,4,1.806584635,,296531185.2
2673,1976,0,0.88279642,,Los Angeles,Rural,1,1.063110707,,272078715.4
1171,2003,2,0.772820308,,Los Angeles,Suburban,1,3.168517612,,121391740.4
1897,1997,1,0.481993844,,Los Angeles,Rural,4,1.09745979,,192542278.7
1012,1979,2,0.739476255,,Houston,Suburban,1,2.785830523,,105416318.6
2191,1988,2,0.880919989,,Kansas City,Urban,1,2.617581382,,223965918.6
2665,1962,0,0.978086918,,Los Angeles,Suburban,3,3.906444072,,272138417.9
2619,1965,0,0.957116354,,New York,Rural,4,2.452639418,,267359529.7
1320,1993,0,0.392795044,,New York,Rural,4,1.190804309,,134403285.5
2342,2020,0,0.479524342,,Houston,Urban,2,2.655063903,,236911751.5
2636,1976,1,0.198582944,,Los Angeles,Suburban,1,3.523288512,,265162161.4
1328,1994,2,0.322789858,,New York,Urban,3,3.990547853,,135048240.4
1784,1984,2,0.894179088,,Los Angeles,Rural,1,2.291029521,,183327722.7
1776,1977,2,0.424764934,,New York,Urban,1,1.960896227,,180190891.9
2994,1956,2,0.658497393,,Houston,Suburban,2,3.719959891,,303446484
1910,2011,1,0.699369056,,New York,Suburban,1,1.573726387,,194744874.8
2943,2000,0,0.803646348,,Los Angeles,Urban,3,2.846286745,,298796703.2
2573,1995,2,0.264520027,,Los Angeles,Rural,3,2.217143273,,259118885.9
2442,1969,2,0.374331821,,Houston,Rural,2,1.123247095,,246565902.6
2629,1987,0,0.503502707,,Kansas City,Urban,1,2.041865423,,265800653.4
2118,2010,0,0.428356955,,Los Angeles,Suburban,3,1.795685568,,214291461.2
2840,1981,2,0.98461471,,Kansas City,Suburban,1,3.058273462,,289452444.1
2604,1975,0,0.851446723,,Los Angeles,Suburban,1,3.846371493,,265235711.5
1317,2007,2,0.531718079,,Houston,Suburban,1,1.804141562,,134663901
2979,1988,2,0.891341763,,New York,Rural,2,3.434397817,,302929288.7
1235,1969,2,0.412887653,,Kansas City,Suburban,1,1.166079451,,126011894.2
2969,1999,2,0.807245492,,New York,Urban,3,2.61436303,,301442304.7
1333,2001,2,0.301308038,,Houston,Urban,1,1.211650191,,135097414
2908,1971,2,0.795089841,,Houston,Urban,3,3.802098973,,295510606.6
1375,2002,0,0.510808063,,Houston,Urban,1,3.299053842,,140456469.4
2482,2015,1,0.196749389,,Los Angeles,Suburban,3,2.973849734,,249616785.7
2160,1992,1,0.345936209,,Los Angeles,Rural,3,3.471689145,,218315057.7
2953,1972,2,0.462047162,,Los Angeles,Suburban,1,2.942559387,,298175927.8
1587,2013,0,0.77436362,,Los Angeles,Rural,1,3.906833192,,162964830.6
2570,1958,2,0.165684443,,Kansas City,Suburban,3,3.141873844,,258579062.8
1512,1956,0,0.693592296,,Houston,Rural,4,3.773975829,,155486009.7
2319,1990,2,0.744412277,,Kansas City,Urban,2,2.551395676,,236118416.1
2343,2003,2,0.688529233,,Los Angeles,Urban,4,1.351193239,,238183985.7
1917,2014,1,0.784602674,,New York,Rural,4,2.584533164,,196081853.4
2595,1951,0,0.260351754,,Kansas City,Rural,1,1.380618484,,261315305.2
2855,1953,0,0.62839302,,New York,Rural,2,2.777480438,,289300276.1
2372,1981,1,0.947030452,,Los Angeles,Urban,4,2.447479182,,242548713.2
2863,1951,1,0.649705843,,Kansas City,Urban,1,2.867726193,,290193608.7
2802,2013,1,0.650202712,,Kansas City,Suburban,4,1.030140943,,283798274.1
1872,1963,1,0.762795678,,Kansas City,Rural,4,1.584521475,,191652817.5
2252,1969,0,0.399883809,,New York,Rural,1,2.473991296,,227704968.4
1269,1998,0,0.730428311,,Los Angeles,Rural,1,3.851510685,,131016004.9
2851,1957,1,0.92461045,,Houston,Urban,1,2.150827121,,290284364.3
1797,2012,2,0.109805926,,Houston,Rural,2,2.273116078,,180614513.3
2314,1995,2,0.883101737,,Los Angeles,Rural,4,3.144088267,,236431315.3
1724,1970,2,0.296756498,,Kansas City,Urban,1,2.811378272,,174449635.9
2188,1981,2,0.510330946,,Houston,Rural,3,1.89677845,,221893913.1
1004,1957,0,0.867113021,,Kansas City,Suburban,4,2.232449187,,105432998.8
1850,1965,0,0.841520915,,Los Angeles,Urban,3,1.653099397,,189771587
2402,1989,0,0.90273473,,New York,Urban,2,3.898064377,,245276028.5
1077,1976,2,0.946375113,,Kansas City,Urban,1,1.391903145,,112861268.3
2433,1967,1,0.502441261,,New York,Suburban,3,2.115510354,,246420869.6
1573,1984,2,0.69072743,,New York,Urban,2,1.077516917,,161169450.9
1131,2001,0,0.451430596,,Los Angeles,Urban,1,1.665338476,,115642053.4
1600,1964,2,0.415645046,,Los Angeles,Urban,3,3.341413415,,162813831.2
2772,2012,1,0.48843587,,New York,Urban,3,1.603525697,,279987443.8
2065,2002,1,0.768768521,,New York,Suburban,2,1.240190208,,210661856.9
1088,2015,2,0.551296672,,Houston,Rural,1,2.42335954,,111868235.3
1401,1980,0,0.832653707,,Houston,Rural,1,1.029907704,,144605511.6
1295,2010,0,0.770696629,,Los Angeles,Urban,3,1.254298463,,133662555.5
2863,2013,0,0.118430615,,Kansas City,Suburban,3,3.422877609,,287348868.9
2318,1983,2,0.667214341,,New York,Urban,3,3.314420035,,235774653.2
1615,2004,0,0.492914011,,Kansas City,Rural,1,3.745416461,,164390476.3
2549,2008,2,0.51096609,,New York,Rural,2,3.563546308,,257937096.4
1799,1952,0,0.836535748,,Los Angeles,Suburban,2,3.04952669,,184766393.2
2714,1966,1,0.592847187,,Kansas City,Rural,1,1.156998572,,274806010.8
2660,1995,1,0.897059641,,Los Angeles,Urban,4,3.348545854,,271096439.1
1421,1987,0,0.741525033,,New York,Suburban,2,3.536532433,,146352865.1
2888,1984,2,0.597556008,,Los Angeles,Rural,3,3.397246437,,292427573.5
2046,1950,0,0.779084179,,Kansas City,Urban,4,2.525437106,,209249828.7
1574,1978,2,0.134514146,,Houston,Suburban,4,1.698705516,,158664973.6
1142,1953,1,0.124375289,,Los Angeles,Urban,2,3.535989927,,115557075.7
1992,2010,2,0.175014394,,Kansas City,Rural,4,3.181488429,,200618683.6
1664,1966,0,0.493808793,,Los Angeles,Urban,4,3.942283523,,169649715.2
1144,1977,1,0.311905131,,Los Angeles,Suburban,2,1.467077793,,116419556.5
2248,1999,2,0.985835165,,Houston,Urban,2,1.676993749,,230114950.4
2006,1957,2,0.588061125,,Kansas City,Rural,4,1.63539445,,204232960.2
1502,1983,1,0.696174171,,Kansas City,Suburban,3,3.377619303,,154304192.3
2985,2008,0,0.350938123,,Kansas City,Suburban,1,1.560721889,,300496744.8
2997,1967,1,0.389617218,,New York,Rural,4,1.199979489,,302238084.6
1820,2008,0,0.401915723,,Los Angeles,Urban,4,3.99568242,,184584254.8
2639,1976,0,0.728862135,,Houston,Urban,3,1.074451634,,268009894.5
1103,1965,2,0.526335587,,Kansas City,Rural,4,3.50573218,,113724607.8
2970,1959,0,0.565915287,,Houston,Suburban,4,2.096100525,,300506784
2062,1971,0,0.632802684,,New York,Rural,1,3.524846379,,209938376.9
2970,1965,1,0.791930491,,New York,Suburban,1,2.663861474,,301519442.1
1197,1961,1,0.181332774,,Houston,Suburban,1,3.704893688,,121264530.9
2669,2000,0,0.799186521,,Kansas City,Urban,2,3.778578959,,271394326
1578,1950,2,0.606911562,,Houston,Rural,2,1.027294544,,161416604.9
1390,1976,1,0.7021859,,Kansas City,Suburban,1,1.226236528,,142907897.2
2202,2016,2,0.394796588,,Kansas City,Urban,1,1.751076189,,222430313.7
2991,1961,1,0.468448153,,New York,Rural,2,3.007946249,,302097836.7
1553,1979,1,0.308049238,,Houston,Rural,3,3.66481659,,157505107.4
2471,1958,0,0.981369998,,New York,Suburban,4,2.379825854,,252710336.9
2523,2002,1,0.547302675,,Los Angeles,Suburban,4,2.820919349,,255573082.3
2038,2010,1,0.996469224,,New York,Suburban,1,1.565499558,,209034758.6
2646,2003,2,0.54080738,,Kansas City,Rural,3,3.414900502,,267850154.4
2692,1986,1,0.297776138,,Houston,Suburban,2,3.901984334,,271286529.5
2312,2014,1,0.556707157,,Los Angeles,Rural,1,1.805796799,,234233970.5
1477,1991,2,0.135636015,,Los Angeles,Urban,3,2.484477855,,148914515.9
2254,1998,0,0.914292821,,Los Angeles,Rural,3,1.258348332,,230340840.2
1922,1953,0,0.836695226,,Los Angeles,Suburban,3,2.677409969,,197084281.9
1419,2013,1,0.753238469,,Houston,Rural,2,2.508350326,,146024318.6
1156,2000,1,0.648844044,,Kansas City,Suburban,2,1.433309452,,119186718.4
1549,2021,2,0.62185081,,Los Angeles,Urban,4,2.326198639,,158433718.9
2464,2009,0,0.997055393,,Kansas City,Suburban,4,2.002313956,,251805450.5
2120,1980,0,0.350197691,,New York,Suburban,3,2.565492626,,214308400.4
2020,2021,0,0.801715929,,Kansas City,Suburban,3,2.756963006,,206375351.9
1996,2007,2,0.623264293,,Los Angeles,Suburban,2,1.025486736,,203013233
2434,1953,2,0.978292489,,New York,Suburban,4,3.283017949,,249127688.8
1950,1971,2,0.845022865,,New York,Suburban,3,3.139042876,,199910542.5
1288,1952,1,0.998672602,,New York,Urban,4,2.098859159,,134525777.4
2277,1996,0,0.629492495,,Los Angeles,Urban,4,1.158807807,,231269373.1
1195,1987,1,0.284089562,,Kansas City,Rural,3,3.264797619,,121515307.6
1597,1982,1,0.553318332,,Houston,Suburban,2,3.865525481,,163081506.1
2857,1997,2,0.740000021,,Kansas City,Rural,3,1.720454788,,289849034.2
2545,2014,0,0.796924348,,Los Angeles,Urban,3,1.970573841,,258827414.8
1516,1975,1,0.10045899,,Los Angeles,Urban,4,1.551438668,,152678652.9
2658,1957,0,0.55452438,,New York,Suburban,3,2.73080837,,269257432.5
2865,1999,1,0.311711122,,Kansas City,Suburban,2,1.464524184,,288408394.9
1864,1987,2,0.88742065,,Los Angeles,Rural,3,2.06858183,,191362246.9
2141,1959,1,0.2376149,,Los Angeles,Urban,2,3.091039042,,215959902.4
1805,1991,2,0.699810625,,Houston,Rural,2,2.680347949,,184500079.2
2932,1986,0,0.339455971,,Kansas City,Rural,4,2.159387693,,295444233.9
2182,1975,1,0.420887929,,New York,Rural,1,2.260748805,,220783995.8
1814,1961,1,0.946503335,,New York,Suburban,1,2.686332648,,186713991.6
1227,1998,2,0.316403313,,New York,Urban,4,1.017594184,,124723336.1
2900,1963,2,0.185502486,,Kansas City,Rural,3,1.235529605,,291510177.1
1215,1995,0,0.162356411,,Los Angeles,Urban,4,3.643774203,,122925065.1
1947,1984,2,0.554153599,,Los Angeles,Urban,2,1.233636967,,197898290.8
2719,1978,0,0.677540334,,Houston,Rural,1,3.120410789,,275796732.5
1014,1961,1,0.394564279,,Houston,Rural,4,3.760114492,,104184830
2180,1993,0,0.721233768,,Los Angeles,Suburban,3,1.812050813,,222042072.6
2671,2015,0,0.154930347,,Los Angeles,Urban,4,2.111474311,,268273012.3
2284,1951,0,0.87160118,,Kansas City,Rural,1,2.706764218,,233371013.2
2180,2008,1,0.834910489,,Houston,Rural,4,3.645126909,,222742937
1046,1966,1,0.986946644,,New York,Urban,4,3.825716762,,110326662
1323,1959,2,0.942854483,,New York,Rural,1,3.218689744,,137665674.1
1843,1967,0,0.420577448,,New York,Urban,2,1.259859283,,186877376.7
2708,1971,1,0.459347846,,New York,Rural,2,3.007462467,,273702298.9
1129,2007,0,0.771368363,,Los Angeles,Urban,1,2.230911166,,117054160.2
2434,2002,0,0.220674495,,Los Angeles,Rural,4,2.412102998,,244989280.2
1094,1950,0,0.382613239,,Kansas City,Rural,1,1.147445171,,111814124.6
1626,2010,1,0.206686843,,New York,Suburban,2,1.573186418,,163936423.2
1754,1980,0,0.509397804,,Los Angeles,Urban,3,3.371540823,,178564854.6
2955,1980,0,0.596803852,,Los Angeles,Suburban,4,2.361876499,,299076160
2315,2015,2,0.290044423,,Los Angeles,Rural,2,1.904986725,,233273096.1
1793,1968,0,0.123968518,,New York,Urban,4,2.152057222,,180556246.9
2834,2002,2,0.747420249,,Los Angeles,Urban,1,3.56319854,,287599341.1
2306,1971,0,0.118004648,,Houston,Rural,3,3.246997052,,231843548
1068,1972,2,0.976062348,,New York,Rural,1,1.816946192,,112161582.7
2683,1964,1,0.299446531,,New York,Rural,3,1.352505521,,270363670.6
1010,1975,1,0.697510083,,Houston,Rural,4,1.755994665,,105079250
2277,1952,0,0.491276554,,Kansas City,Urban,4,3.762269353,,230993553
2865,1969,2,0.153706474,,Kansas City,Suburban,1,2.744766514,,287834389.9
1871,1989,1,0.524965246,,New York,Urban,3,2.600440626,,190259859.3
1549,1988,0,0.565084571,,New York,Urban,3,2.789180799,,158259611.4
2157,2021,0,0.869214887,,New York,Urban,4,2.098084797,,220413430.8
1711,1967,2,0.759114163,,Houston,Urban,1,3.421321061,,175522169.9
1022,1990,2,0.171372227,,Los Angeles,Rural,3,2.569858748,,103604600.5
1814,2019,0,0.288246415,,Houston,Suburban,4,1.350243708,,183162500.4
1345,1976,2,0.380698916,,Los Angeles,Urban,2,1.387195374,,136882534.2
1301,1964,2,0.204766918,,Los Angeles,Urban,1,2.61057744,,131704627.9
1362,1986,1,0.511209164,,Kansas City,Suburban,2,3.809710654,,139346774.1
1395,2007,2,0.985878272,,Houston,Rural,1,1.925056365,,144743770.6
1217,1954,0,0.563151512,,Houston,Urban,4,3.608623507,,125331404.3
1140,2022,2,0.767693951,,New York,Rural,3,3.29228676,,118280391.3
2639,1956,0,0.714644018,,Houston,Urban,3,1.743437329,,268088977.9
